Marque,Année,Boite_Vitesse,Adresse,Prix,Venant_Occasion
Hyundai,2015,Automatique,"Patte d‘oie,Dakar",8500000,Venant
Ford,2013,Automatique,"Point-e,Dakar",10000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Peugeot,2014,Manuelle,"Sicap Liberté,Dakar",6500000,Venant
Mercedes-Benz,2020,Automatique,"Sacré-cœur,Dakar",58000000,Venant
Ford,2013,Automatique," Almadies,Dakar",3800000,D'occasion
Jeep,2016,Automatique," Sicap foire,Dakar",8500000,Venant
Hyundai,2015,Automatique,"Ouest foire,Dakar",8400000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2013,Automatique,"Amitié,Dakar",5500000,D'occasion
Ford,2016,Automatique,"Point-e,Dakar",12000000,D'occasion
Ford,2012,Automatique,"Yoff,Dakar",6999999,D'occasion
Audi,2013,Automatique,"Cité Damel,Dakar",7800000,D'occasion
Hyundai,2015,Automatique,"Ouest foire,Dakar",7300000,Venant
Hyundai,2016,Automatique,"Sacré-cœur,Dakar",7000000,Venant
Ford,2015,Automatique,"Mermoz,Dakar",13000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2017,Automatique,"Keur Massar,Dakar",14,Venant
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",11500000,Venant
Ford,2017,Automatique,"Sicap foire,Dakar",8500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Audi,2014,Automatique,"Avenue Bourguiba,Dakar",9800000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2017,Automatique,"Sacré-cœur,Dakar",12300000,Venant
Toyota,2012,Manuelle," Yoff,Dakar",3500000,D'occasion
Ford,2011,Automatique,"Parcelles Assainies,Dakar",4600000,D'occasion
BMW,2015,Automatique,"Cité Damel, Dakar",9500000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
BMW,2014,Automatique,"Grand-Dakar,Dakar",6500000,D'occasion
Ford,2015,Automatique,"Sacré-cœur,Dakar",12500000,Venant
Kia,2011,Automatique,"Ouest foire,Dakar",4800000,D'occasion
Audi,2021,Automatique,"Hlm,Dakar",51000000,Venant
Chevrolet,2016,Automatique,"Parcelles Assainies,Dakar",16500000,Venant
Toyota,2015,Automatique,"Hlm grand-yoff,Dakar",43500000,Venant
Ford,2013,Automatique,"Liberte 6,Dakar",5700000,Venant
Ford,2013,Automatique,"Liberte 6 extension,Dakar",6000000,D'occasion
Mercedes-Benz,2017,Automatique,"VDN,Dakar",24999999,D'occasion
Chevrolet,2012,Automatique,"Parcelles Assainies,Dakar",2650000,D'occasion
Peugeot,2009,Automatique,"Sicap Sacré-cœur,Dakar",3500000,D'occasion
Citroen,2012,Manuelle,"Amitié,Dakar",4100000,D'occasion
Hyundai,2013,Manuelle,"Cité keur gorgui,Dakar",5500000,D'occasion
Ford,2011,Automatique,"Fenêtre mermoz,Dakar",6500000,D'occasion
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9800000,Venant
Land Rover,2015,Automatique,"Parcelles Assainies,Dakar",8300000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2020,Automatique,"Sacré-cœur,Dakar",18900000,D'occasion
Peugeot,2016,Automatique,"Keur Massar,Dakar",7000000,Venant
Ford,2014,Automatique,"Fann Hock,Dakar",6000000,D'occasion
Ford,2012,Automatique,"Castor,Dakar",5200000,D'occasion
Hyundai,2015,Automatique,"Parcelles Assainies,Dakar",9300000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2014,Automatique,"Keur Massar, Dakar",4600000,D'occasion
Hyundai,2012,Automatique,"Grand-Dakar,Dakar",3950000,D'occasion
Chevrolet,2012,Automatique,"Colobane,Dakar",4200000,D'occasion
Ford,2017,Automatique,"VDN,Dakar",7800000,Venant
Hyundai,2013,Automatique,"Liberte 6,Dakar",4900000,Venant
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",8500000,Venant
Range Rover,2020,Automatique,"Almadies,Dakar",62000000,Venant
Chevrolet,2010,Automatique,"Plateau,Dakar",6000000,D'occasion
Lexus,2010,Automatique,"Sacré-cœur,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mercedes-Benz,2011,Automatique,"Keur Massar,Dakar",3950000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mitsubishi,2018,Automatique,"Almadies,Dakar",9800000,D'occasion
Ford,2011,Automatique,"Almadies,Dakar",11500000,D'occasion
Ford,2018,Automatique,"Grand-Yoff,Dakar",6000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2014,Automatique,"Almadies,Dakar",9400000,Venant
Toyota,2012,Manuelle,"Patte d‘oie,Dakar",9700000,D'occasion
Hyundai,2014,Automatique,"Parcelles Assainies,Dakar",5500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2017,Automatique,"Liberte 6,Dakar",13800000,Venant
Chevrolet,2013,Automatique,"Guediawaye,Dakar",6000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Toyota,2013,Manuelle,"VDN,Dakar",22500000,D'occasion
Ford,2013,Automatique,"VDN,Dakar",5000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Chevrolet,2018,Automatique,"Médina,Dakar",12700000,Venant
Kia,2015,Automatique," Liberte 6 extension,Dakar",7800000,Venant
Ford,2016,Automatique,"Liberte 6,Dakar",4500000,Venant
Ford,2020,Automatique,"Yoff,Dakar",18500000,Venant
Kia,2016,Automatique,"Liberte 6 extension, Dakar",10500000,D'occasion
Ford,2016,Automatique,"Sicap Liberté,Dakar",4900000,Venant
Audi,2014,Manuelle," Sacré-cœur,Dakar",4200000,Venant
Kia,2010,Manuelle,"Cité Damel,Dakar",3750000,D'occasion
Ford,2013,Automatique,"Mermoz,Dakar",10900,D'occasion
Ford,2013,Automatique,"Hlm,Dakar",5900000,D'occasion
Peugeot,2017,Automatique,"Plateau,Dakar",14800000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2008,Manuelle,"Sicap Liberté,Dakar",3300000,D'occasion
Toyota,2008,Manuelle,"Almadies,Dakar",3300000,D'occasion
Porsche,2019,Automatique,"Almadies,Dakar",29000000,D'occasion
Kia,2020,Automatique,"Almadies,Dakar",10700000,D'occasion
Ford,2015,Automatique,"Cité keur gorgui,Dakar",4200000,D'occasion
Ford,2015,Automatique,"Ouest foire,Dakar",5500000,Venant
Citroen,2011,Manuelle,"Patte d‘oie,Dakar",4800000,Venant
Hyundai,2014,Automatique,"Sicap foire,Dakar",5800000,D'occasion
Nissan,2016,Automatique,"Parcelles Assainies,Dakar",7200000,Venant
Jeep,2019,Automatique,"Ouest foire,Dakar",25500000,Venant
Kia,2015,Automatique,"Sicap foire,Dakar",9600000,Venant
BMW,2016,Automatique,"Djily mbaye,Dakar",16500000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2015,Automatique,"Patte d‘oie,Dakar",6000000,Venant
Ford,2015,Automatique,"Liberte 6,Dakar",14300000,Venant
Toyota,2015,Manuelle,"Almadies,Dakar",13500000,D'occasion
Hyundai,2016,Automatique,"Mermoz,Dakar",12000000,Venant
Ford,2017,Automatique," Cité keur gorgui,Dakar",12500000,D'occasion
Kia,2013,Automatique,"VDN,Dakar",5800000,D'occasion
Ford,2011,Automatique,"VDN,Dakar",4600000,D'occasion
Tata,2011,Manuelle,"Keur Massar,Dakar",1800000,D'occasion
Peugeot,2011,Manuelle,"Malika,Dakar",3200000,D'occasion
Peugeot,2015,Manuelle,"Hlm,Dakar",4590000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Jeep,2014,Automatique,"Castor,Dakar",12000000,Venant
Hyundai,2014,Automatique,"Cité Damel,Dakar",7900000,Venant
Ford,2017,Automatique,"Sacré-cœur,Dakar",19000000,D'occasion
Peugeot,2016,Manuelle,"Colobane,Dakar",5900000,Venant
Ford,2019,Automatique,"Keur Massar,Dakar",18500000,Venant
Mitsubishi,2014,Automatique,"Keur Massar,Dakar",11300000,Venant
Chevrolet,2012,Automatique,"Guediawaye,Dakar",4300000,D'occasion
Mazda,2019,Automatique,"VDN,Dakar",16800000,Venant
Mazda,2015,Automatique,"Mbao,Dakar",9800000,Venant
Hyundai,2015,Automatique,"Ouest foire,Dakar",8900000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mercedes-Benz,2016,Automatique,"VDN,Dakar",22900000,Venant
Toyota,2010,Manuelle," Parcelles Assainies,Dakar",5500000,D'occasion
Renault,2013,Manuelle,"Parcelles Assainies,Dakar",2300000,D'occasion
Hyundai,2018,Automatique,"Amitié,Dakar",13700000,D'occasion
Ford,2012,Automatique,"Biscuiterie,Dakar",3600000,D'occasion
Ford,2016,Automatique," Sicap foire,Dakar",14500000,Venant
Jeep,2015,Automatique,"Ouest foire,Dakar",9800000,Venant
Ford,2015,Automatique,"Guediawaye,Dakar",6000000,Venant
Ford,2014,Automatique,"Cambérène,Dakar",3300000,D'occasion
Ford,2014,Automatique,"Colobane,Dakar",4700000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Peugeot,2013,Manuelle,"Hlm,Dakar",8500000,D'occasion
Toyota,2008,Manuelle,"Cambérène,Dakar",1800000,D'occasion
Toyota,2015,Manuelle,"Liberte 6 extension,Dakar",4000000,D'occasion
Hyundai,2015,Manuelle,"Hlm,Dakar",6500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2018,Tiptronic,"Plateau,Dakar",7900000,D'occasion
Ford,2014,Automatique,"Hlm,Dakar",6700000,Venant
Ford,2015,Automatique,"Almadies,Dakar",13500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Jeep,2014,Automatique,"Mermoz,Dakar",7800000,Venant
Peugeot,2014,Manuelle,"VDN,Dakar",6500000,Venant
BMW,2019,Automatique,"Sicap foire,Dakar",30000000,Venant
Jeep,2015,Automatique,"Grand-Yoff,Dakar",8990000,Venant
Ford,2015,Automatique,"Pikine,Dakar",7000000,Venant
Ford,2013,Automatique,"Hann Bel-Air,Dakar",4700000,D'occasion
Ford,2014,Automatique,"Sacré-cœur,Dakar",7500000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Citroen,2016,Manuelle,"Keur Massar,Dakar",5300000,D'occasion
Peugeot,2001,Manuelle,"Almadies 2,Dakar",2300000,D'occasion
Mitsubishi,2017,Automatique,"Sacré-cœur, Dakar",10800000,Venant
Ford,2012,Automatique,"Keur Massar,Dakar",5000000,D'occasion
Mitsubishi,2014,Automatique,"VDN,Dakar",8300000,Venant
Ford,2012,Automatique,"Sacré-cœur,Dakar",40,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2013,Automatique,"Mermoz, Dakar",10000000,Venant
Hyundai,2017,Automatique,"Fenêtre mermoz,Dakar",14500000,Venant
Ford,2019,Automatique,"Sicap foire,Dakar",30000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2019,Automatique,"Sacré-cœur,Dakar",17500000,Venant
Ford,2013,Automatique,"Mermoz,Dakar",4500000,D'occasion
Peugeot,2007,Manuelle,"Plateau,Dakar",1700000,D'occasion
Kia,2014,Automatique,"Parcelles Assainies,Dakar",10000000,D'occasion
Hyundai,2014,Automatique,"Sacré-cœur,Dakar",10500000,Venant
Kia,2013,Automatique,"Ouest foire,Dakar",7400000,Venant
Jeep,2013,Automatique,"Almadies,Dakar",9500000,D'occasion
Chevrolet,2011,Automatique,"Ouakam,Dakar",2800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
BMW,2019,Automatique,"Sacré-cœur,Dakar",32500000,Venant
Renault,2015,Manuelle,"Castor,Dakar",3900000,D'occasion
Ford,2016,Automatique,"Colobane,Dakar",14500000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2013,Automatique,"Cité Damel,Dakar",8000000,D'occasion
GMC,2012,Automatique,"Cité keur gorgui,Dakar",6500000,D'occasion
Citroen,2008,Manuelle,"Sacré-cœur,Dakar",2800000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Renault,2017,Manuelle,"Mermoz,Dakar",2900000,D'occasion
Ford,2015,Automatique,"Almadies,Dakar",6800000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2012,Automatique,"Liberte 6,Dakar",4600000,Venant
Citroen,2014,Manuelle,"Liberte 5,Dakar",3600000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2014,Automatique,"Rufisque,Dakar",6000000,Venant
Kia,2010,Manuelle,"Parcelles Assainies, Dakar",2900000,D'occasion
Mitsubishi,2014,Automatique,"Golf, Dakar",5200000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2015,Automatique,"Plateau,Dakar",3500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
BMW,2015,Automatique,"Nord foire,Dakar",22000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Citroen,2015,Manuelle,"Guediawaye,Dakar",5500000,Venant
Mazda,2016,Automatique,"Sicap foire,Dakar",8500000,Venant
Kia,2014,Automatique," Ngor,Dakar",4600000,Venant
Hyundai,2020,Automatique,"VDN,Dakar",17900000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2016,Automatique,"Golf,Dakar",11500000,Venant
BMW,2011,Manuelle,"Liberte 6,Dakar",5200000,D'occasion
Hyundai,2018,Automatique,"Liberte 6,Dakar",15000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Chevrolet,2014,Automatique,"Hann maristes,Dakar",5000000,Venant
Kia,2016,Automatique,"Sicap foire,Dakar",15000000,Venant
Peugeot,2008,Manuelle,"Hlm,Dakar",2600000,D'occasion
BMW,2014,Automatique,"Hlm,Dakar",9500000,Venant
Hyundai,2014,Automatique,"Ouest foire,Dakar",5900000,D'occasion
Ford,2016,Automatique,"VDN,Dakar",13500000,Venant
Citroen,2015,Manuelle,"VDN,Dakar",6200000,Venant
Ford,2016,Automatique,"VDN,Dakar",13800000,Venant
Mercedes-Benz,2021,Automatique,"Liberte 6,Dakar",90000000,Venant
Kia,2017,Manuelle,"Mbao,Dakar",7500000,D'occasion
Ford,2014,Automatique,"Keur Massar,Dakar",7800000,Venant
Kia,2014,Manuelle,"Sacré-cœur,Dakar",4300000,D'occasion
Toyota,2009,Automatique,"VDN,Dakar",4100000,D'occasion
Kia,2012,Automatique,"Liberte 6,Dakar",4600000,Venant
Chevrolet,2014,Automatique,"VDN,Dakar",6500000,Venant
Mitsubishi,2010,Manuelle,"Cité keur gorgui,Dakar",7500000,D'occasion
Ford,2016,Automatique,"Parcelles Assainies,Dakar",11800000,Venant
Mitsubishi,2015,Automatique,"Guediawaye,Dakar",8650000,D'occasion
Ford,2014,Automatique,"Point-e,Dakar",6800000,D'occasion
Nissan,2008,Manuelle,"Almadies,Dakar",1750000,D'occasion
Ford,2013,Automatique,"Cité keur gorgui,Dakar",8300000,D'occasion
Mitsubishi,2014,Automatique,"Ouest foire,Dakar",7000000,D'occasion
Kia,2016,Automatique,"Hann maristes,Dakar",12500000,Venant
Mazda,2015,Automatique,"Almadies,Dakar",9900000,Venant
Toyota,2008,Manuelle,"Mbao,Dakar",2600000,D'occasion
Jeep,2019,Automatique,"Grand-Dakar,Dakar",9500000,Venant
Mitsubishi,2017,Automatique,"Sacré-cœur,Dakar",12500000,Venant
Mazda,2016,Automatique,"Parcelles Assainies,Dakar",10500000,Venant
Toyota,2014,Automatique,"Ouest foire,Dakar",8850000,D'occasion
Range Rover,2014,Automatique,"Cité Damel,Dakar",9500000,D'occasion
Hyundai,2014,Automatique,"Liberte 6,Dakar",6600000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2010,Automatique,"Patte d‘oie,Dakar",4600000,D'occasion
Jeep,2015,Automatique,"Sicap foire,Dakar",9500000,Venant
Hyundai,2015,Automatique,"Médina,Dakar",9300000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2020,Automatique,"Médina,Dakar",27000000,Venant
Renault,2014,Manuelle,"Keur Massar,Dakar",5300000,Venant
Hyundai,2013,Automatique,"Liberte 6,Dakar",4600000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
BMW,2016,Automatique,"VDN,Dakar",18500000,Venant
Citroen,2007,Manuelle,"Rufisque,Dakar",2000000,D'occasion
Renault,2014,Manuelle,"Almadies,Dakar",4900000,D'occasion
Mitsubishi,2014,Automatique,"Sacré-cœur,Dakar",7950000,Venant
Ford,2013,Automatique,"Hann Bel-Air,Dakar",5000000,D'occasion
Ford,2012,Automatique,"Rufisque,Dakar",3900000,D'occasion
Ford,2012,Automatique,"VDN,Dakar",4900000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies, Dakar",33000000,Venant
Peugeot,2014,Manuelle,"Keur Massar,Dakar",4900000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique," Liberte 6 extension,Dakar",7800000,Venant
Toyota,2008,Automatique,"Parcelles Assainies,Dakar",2850000,D'occasion
Hyundai,2014,Manuelle,"Cité keur gorgui,Dakar",5000000,Venant
Chevrolet,2011,Automatique,"Hann marinas,Dakar",4000000,D'occasion
Hyundai,2014,Automatique,"Point-e,Dakar",7000000,Venant
Mitsubishi,2014,Manuelle,"Sicap Sacré-cœur,Dakar",7000000,D'occasion
Kia,2016,Automatique,"Sacré-cœur,Dakar",12000000,Venant
BMW,2015,Automatique,"Amitié,Dakar",14000000,D'occasion
Hyundai,2016,Automatique,"Sicap foire,Dakar",13000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2013,Automatique,"Cambérène,Dakar ",4850000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Toyota,2014,Automatique,"Colobane,Dakar",11500000,Venant
Renault,2006,Manuelle,"Plateau,Dakar",1400000,D'occasion
Ford,2010,Automatique,"Sicap Liberté,Dakar",4500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2011,Automatique," Golf,Dakar",5500000,D'occasion
Honda,2016,Automatique,"Ouest foire,Dakar",11500000,Venant
Ford,2015,Automatique,"Hlm,Dakar",9900000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ssangyong,2019,Automatique,"Médina,Dakar",11500000,Venant
Hyundai,2015,Automatique,"Castor,Dakar",6200000,Venant
Mercedes-Benz,2016,Automatique,"Sacré-cœur,Dakar",44000000,Venant
Volkswagen,2017,Automatique,"Yoff,Dakar",9400000,Venant
Mercedes-Benz,2020,Automatique,"Liberte 6,Dakar",58000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2018,Automatique,"Parcelles Assainies,Dakar",18000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2019,Automatique,"Hann maristes,Dakar",45000000,Venant
Nissan,2014,Automatique,"Yoff,Dakar",12000000,Venant
Jeep,2019,Automatique,"Liberte 6, Dakar",14200000,Venant
Mercedes-Benz,2016,Automatique,"Ngor,Dakar",31000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
BMW,2011,Automatique,"Plateau,Dakar",4500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Nissan,2012,Automatique,"Gibraltar,Dakar",3500000,D'occasion
Ford,2010,Manuelle,"Avenue Bourguiba,Dakar",2000000,D'occasion
Hyundai,2011,Automatique,"Sicap Liberté,Dakar",3950000,D'occasion
Hyundai,2017,Automatique,"Guediawaye,Dakar",14500000,Venant
Chevrolet,2016,Automatique,"Cité Damel,Dakar",5800000,D'occasion
Jeep,2014,Automatique,"Cité Damel,Dakar",13500000,Venant
Peugeot,2012,Manuelle,"Yoff,Dakar",6500000,D'occasion
Ford,2015,Automatique,"Fenêtre mermoz, Dakar",5300000,D'occasion
Nissan,2009,Automatique,"Hann maristes,Dakar",2500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
BMW,2016,Automatique,"Hann maristes,Dakar",14500000,Venant
Toyota,2008,Manuelle,"Fenêtre mermoz,Dakar",5850000,D'occasion
Hyundai,2016,Automatique,"VDN,Dakar",12000000,Venant
Toyota,2009,Manuelle," Sacré-cœur,Dakar",3300000,D'occasion
Hyundai,2016,Automatique,"Almadies,Dakar",14000000,Venant
Jeep,2014,Automatique,"Cambérène,Dakar",7000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2020,Manuelle,"Almadies,Dakar",10000000,D'occasion
Jeep,2014,Automatique,"Hlm,Dakar",9900000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2016,Automatique,"Point-e,Dakar",4800000,Venant
Kia,2015,Automatique,"Parcelles Assainies,Dakar",8500000,Venant
Ford,2012,Automatique,"Hlm,Dakar",3600000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mazda,2011,Automatique,"Yoff,Dakar",2250000,D'occasion
Ford,2019,Automatique,"Grand-Dakar,Dakar",17000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2011,Manuelle,"Hann maristes,Dakar",6500000,D'occasion
Mercedes-Benz,2015,Automatique,"Sacré-cœur,Dakar",16900000,Venant
Kia,2016,Automatique,"Mermoz,Dakar",10800000,D'occasion
Kia,2015,Automatique,"Sacré-cœur,Dakar",8900000,Venant
Peugeot,2014,Manuelle,"VDN,Dakar",5800000,D'occasion
BMW,2015,Automatique,"Thiaroye, Dakar",14000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mazda,2015,Automatique,"Ouest foire,Dakar",10000000,Venant
Toyota,2014,Automatique,"Ngor,Dakar",5000000,D'occasion
Mercedes-Benz,2015,Automatique,"Sacré-cœur,Dakar",13000000,Venant
Kia,2020,Automatique,"Almadies,Dakar",21000000,Venant
Mitsubishi,2018,Manuelle,"Hann maristes,Dakar",18000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Chrysler,2012,Automatique,"Yoff,Dakar",1999999,D'occasion
Acura,2015,Automatique,"Avenue Bourguiba,Dakar",12500000,Venant
Mercedes-Benz,2017,Automatique,"Liberte 3,Dakar",27000000,Venant
Toyota,2012,Automatique,"Sacré-cœur,Dakar",5200000,D'occasion
Ford,2016,Automatique,"Mermoz,Dakar",13900000,Venant
Ford,2016,Automatique,"VDN,Dakar",7000000,Venant
Honda,2020,Automatique,"Sacré-cœur,Dakar",18000000,Venant
Hyundai,2014,Automatique,"Almadies,Dakar",6500000,Venant
Ford,2016,Automatique,"Parcelles Assainies,Dakar",8750000,D'occasion
Range Rover,2015,Automatique,"Sacré-cœur,Dakar",40000000,Venant
Jeep,2014,Automatique,"Mbao,Dakar",10500000,Venant
Ford,2014,Automatique,"Almadies,Dakar",4100000,D'occasion
Kia,2016,Automatique,"Cité Damel,Dakar",12500000,Venant
Ford,2013,Automatique,"VDN,Dakar",4300000,D'occasion
Dodge,2010,Automatique,"Keur Massar,Dakar",3300000,D'occasion
Ford,2013,Automatique,"Guediawaye,Dakar",3300000,D'occasion
Peugeot,2016,Manuelle,"Keur Massar,Dakar",7250000,Venant
Peugeot,2010,Manuelle,"Guediawaye,Dakar",3700000,D'occasion
BMW,2015,Automatique,"VDN,Dakar",13500000,Venant
Volkswagen,2005,Manuelle,"Parcelles Assainies,Dakar",2400000,D'occasion
Toyota,2012,Manuelle,"Pikine,Dakar",3000000,D'occasion
Dacia,2017,Manuelle,"Ouakam,Dakar",7300000,D'occasion
Lexus,2017,Automatique,"Mamelles,Dakar",65000000,Venant
